,day,date,phase,tests.performed.todate,tests.performed,tests.positive.todate,tests.positive,tests.regular.performed.todate,tests.regular.performed,tests.regular.positive.todate,tests.regular.positive,tests.hagt.performed,tests.hagt.performed.todate,tests.hagt.positive,tests.hagt.positive.todate,tests.ns-apr20.performed.todate,tests.ns-apr20.performed,tests.ns-apr20.positive.todate,tests.ns-apr20.positive,cases.confirmed.todate,cases.confirmed,cases.active,cases.recovered.todate,cases.closed.todate,cases.hs.employee.confirmed.todate,cases.rh.employee.confirmed.todate,cases.rh.occupant.confirmed.todate,cases.unclassified.confirmed.todate,state.in_hospital,state.icu,state.critical,state.in_hospital.todate,state.out_of_hospital.todate,state.deceased.todate,region.lj.todate,region.ce.todate,region.mb.todate,region.ms.todate,region.kr.todate,region.nm.todate,region.za.todate,region.sg.todate,region.po.todate,region.ng.todate,region.kp.todate,region.kk.todate,region.foreign.todate,region.unknown.todate,region.todate,age.0-4.todate,age.5-14.todate,age.15-24.todate,age.25-34.todate,age.35-44.todate,age.45-54.todate,age.55-64.todate,age.65-74.todate,age.75-84.todate,age.85+.todate,age.todate,age.female.0-4.todate,age.female.5-14.todate,age.female.15-24.todate,age.female.25-34.todate,age.female.35-44.todate,age.female.45-54.todate,age.female.55-64.todate,age.female.65-74.todate,age.female.75-84.todate,age.female.85+.todate,age.female.todate,age.male.0-4.todate,age.male.5-14.todate,age.male.15-24.todate,age.male.25-34.todate,age.male.35-44.todate,age.male.45-54.todate,age.male.55-64.todate,age.male.65-74.todate,age.male.75-84.todate,age.male.85+.todate,age.male.todate,age.unknown.0-4.todate,age.unknown.5-14.todate,age.unknown.15-24.todate,age.unknown.25-34.todate,age.unknown.35-44.todate,age.unknown.45-54.todate,age.unknown.55-64.todate,age.unknown.65-74.todate,age.unknown.75-84.todate,age.unknown.85+.todate,age.unknown.todate,deceased.0-4.todate,deceased.5-14.todate,deceased.15-24.todate,deceased.25-34.todate,deceased.35-44.todate,deceased.45-54.todate,deceased.55-64.todate,deceased.65-74.todate,deceased.75-84.todate,deceased.85+.todate,deceased.todate,deceased.female.0-4.todate,deceased.female.5-14.todate,deceased.female.15-24.todate,deceased.female.25-34.todate,deceased.female.35-44.todate,deceased.female.45-54.todate,deceased.female.55-64.todate,deceased.female.65-74.todate,deceased.female.75-84.todate,deceased.female.85+.todate,deceased.female.todate,deceased.male.0-4.todate,deceased.male.5-14.todate,deceased.male.15-24.todate,deceased.male.25-34.todate,deceased.male.35-44.todate,deceased.male.45-54.todate,deceased.male.55-64.todate,deceased.male.65-74.todate,deceased.male.75-84.todate,deceased.male.85+.todate,deceased.male.todate,deceased.rhoccupant.todate,deceased.other.todate,vaccination.administered,vaccination.administered.todate,vaccination.administered2nd,vaccination.administered2nd.todate,vaccination.used.todate,vaccination.delivered.todate,day_name
410,4,2021-04-09,F16,1101798.0,4811.0,209440.0,1256.0,1100430.0,4811.0,209439.0,1256.0,27303.0,1803045.0,,,,,,,226017.0,1256.0,13924.0,207981.0,212093.0,,,12130.0,213887.0,618.0,138.0,108.0,15753.0,11998.0,4100.0,54716.0,30220.0,33744.0,14577.0,23630.0,17518.0,5977.0,8843.0,5116.0,11129.0,10276.0,8881.0,750.0,640.0,226017.0,1765.0,7623.0,20789.0,35561.0,44741.0,43937.0,31808.0,18028.0,12692.0,9071.0,226015.0,831.0,3703.0,10574.0,18197.0,23813.0,23489.0,16117.0,8658.0,7259.0,6843.0,119484.0,934.0,3920.0,10214.0,17364.0,20928.0,20447.0,15691.0,9370.0,5433.0,2228.0,106529.0,,,1.0,,,1.0,,,,,2.0,,,1.0,2.0,22.0,49.0,181.0,645.0,1461.0,2073.0,4434.0,,,,1.0,10.0,17.0,46.0,207.0,673.0,1322.0,2276.0,,,1.0,1.0,12.0,32.0,135.0,438.0,788.0,751.0,2158.0,2073.0,2361.0,18428.0,328465.0,1687.0,122063.0,450528.0,531630.0,Friday
411,5,2021-04-10,F16,1104693.0,2895.0,209989.0,549.0,1103325.0,2895.0,209988.0,549.0,7807.0,1810852.0,,,,,,,226566.0,549.0,13832.0,208615.0,212734.0,,,12131.0,214435.0,605.0,140.0,104.0,15819.0,12065.0,4112.0,54888.0,30280.0,33876.0,14613.0,23687.0,17557.0,5980.0,8855.0,5120.0,11149.0,10279.0,8888.0,751.0,643.0,226566.0,1776.0,7680.0,20841.0,35634.0,44858.0,44036.0,31883.0,18076.0,12705.0,9075.0,226564.0,836.0,3730.0,10598.0,18240.0,23873.0,23542.0,16156.0,8680.0,7271.0,6846.0,119772.0,940.0,3950.0,10242.0,17394.0,20985.0,20493.0,15727.0,9396.0,5434.0,2229.0,106790.0,,,1.0,,,1.0,,,,,2.0,,,1.0,2.0,22.0,49.0,181.0,647.0,1462.0,2074.0,4438.0,,,,1.0,10.0,17.0,46.0,208.0,673.0,1322.0,2277.0,,,1.0,1.0,12.0,32.0,135.0,439.0,789.0,752.0,2161.0,2074.0,2364.0,9050.0,337515.0,129.0,122192.0,459707.0,531630.0,Saturday
412,6,2021-04-11,F16,1106214.0,1521.0,210280.0,291.0,1104846.0,1521.0,210279.0,291.0,6170.0,1817022.0,,,,,,,226857.0,291.0,13835.0,208896.0,213022.0,,,12133.0,214724.0,615.0,139.0,117.0,15879.0,12108.0,4119.0,54965.0,30285.0,33966.0,14635.0,23731.0,17570.0,5993.0,8862.0,5120.0,11152.0,10280.0,8899.0,752.0,647.0,226857.0,1777.0,7718.0,20868.0,35667.0,44926.0,44089.0,31917.0,18096.0,12717.0,9080.0,226855.0,836.0,3742.0,10613.0,18260.0,23908.0,23569.0,16172.0,8691.0,7278.0,6849.0,119918.0,941.0,3976.0,10254.0,17407.0,21018.0,20519.0,15745.0,9405.0,5439.0,2231.0,106935.0,,,1.0,,,1.0,,,,,2.0,,,1.0,2.0,22.0,49.0,182.0,648.0,1463.0,2074.0,4441.0,,,,1.0,10.0,17.0,47.0,209.0,673.0,1322.0,2279.0,,,1.0,1.0,12.0,32.0,135.0,439.0,790.0,752.0,2162.0,2074.0,2367.0,1607.0,339122.0,13.0,122205.0,461327.0,531630.0,Sunday
413,0,2021-04-12,F16,1110920.0,4706.0,211330.0,1050.0,1109552.0,4706.0,211329.0,1050.0,45661.0,1862683.0,,,,,,,227907.0,1050.0,13803.0,209974.0,214104.0,,,12135.0,215772.0,636.0,142.0,119.0,15925.0,12126.0,4126.0,55244.0,30493.0,34103.0,14672.0,23834.0,17644.0,6013.0,8900.0,5165.0,11184.0,10314.0,8940.0,753.0,648.0,227907.0,1787.0,7812.0,20997.0,35810.0,45140.0,44298.0,32045.0,18187.0,12735.0,9094.0,227905.0,840.0,3789.0,10681.0,18339.0,24008.0,23676.0,16237.0,8742.0,7291.0,6859.0,120462.0,947.0,4023.0,10315.0,17471.0,21132.0,20621.0,15808.0,9445.0,5444.0,2235.0,107441.0,,,1.0,,,1.0,,,,,2.0,,,1.0,2.0,22.0,49.0,183.0,648.0,1465.0,2077.0,4447.0,,,,1.0,10.0,17.0,47.0,209.0,674.0,1325.0,2283.0,,,1.0,1.0,12.0,32.0,136.0,439.0,791.0,752.0,2164.0,2075.0,2372.0,1649.0,340771.0,204.0,122409.0,463180.0,577380.0,Monday
414,1,2021-04-13,F16,1116297.0,5377.0,212566.0,1236.0,1114929.0,5377.0,212565.0,1236.0,24179.0,1886862.0,,,,,,,229143.0,1236.0,13468.0,211540.0,215675.0,,,12138.0,217005.0,617.0,146.0,119.0,15988.0,12205.0,4130.0,55553.0,30681.0,34244.0,14734.0,23947.0,17742.0,6053.0,8929.0,5227.0,11273.0,10374.0,8982.0,754.0,650.0,229143.0,1805.0,7920.0,21139.0,35987.0,45372.0,44524.0,32240.0,18294.0,12761.0,9099.0,229141.0,848.0,3846.0,10762.0,18430.0,24128.0,23784.0,16337.0,8804.0,7305.0,6862.0,121106.0,957.0,4074.0,10376.0,17557.0,21244.0,20739.0,15902.0,9490.0,5456.0,2237.0,108032.0,,,1.0,,,1.0,1.0,,,,3.0,,,1.0,2.0,22.0,49.0,183.0,648.0,1466.0,2080.0,4451.0,,,,1.0,10.0,17.0,47.0,209.0,674.0,1328.0,2286.0,,,1.0,1.0,12.0,32.0,136.0,439.0,792.0,752.0,2165.0,2075.0,2376.0,3065.0,343836.0,724.0,123133.0,466969.0,577380.0,Tuesday
415,2,2021-04-14,F16,1120654.0,4357.0,213458.0,892.0,1119286.0,4357.0,213457.0,892.0,25348.0,1912210.0,,,,,,,230035.0,892.0,13023.0,212870.0,217012.0,,,12144.0,217891.0,622.0,154.0,123.0,16060.0,12267.0,4135.0,55734.0,30859.0,34363.0,14774.0,24059.0,17810.0,6079.0,8956.0,5264.0,11318.0,10400.0,9012.0,755.0,652.0,230035.0,1816.0,8004.0,21243.0,36098.0,45555.0,44681.0,32366.0,18369.0,12789.0,9112.0,230033.0,853.0,3886.0,10813.0,18482.0,24232.0,23878.0,16397.0,8849.0,7319.0,6871.0,121580.0,963.0,4118.0,10429.0,17616.0,21321.0,20802.0,15968.0,9520.0,5470.0,2241.0,108448.0,,,1.0,,2.0,1.0,1.0,,,,5.0,,,1.0,2.0,22.0,49.0,183.0,649.0,1466.0,2080.0,4452.0,,,,1.0,10.0,17.0,47.0,210.0,674.0,1328.0,2287.0,,,1.0,1.0,12.0,32.0,136.0,439.0,792.0,752.0,2165.0,2075.0,2377.0,7714.0,351550.0,3811.0,126944.0,478494.0,577380.0,Wednesday
416,3,2021-04-15,F16,1124969.0,4315.0,214320.0,862.0,1123601.0,4315.0,214319.0,862.0,25499.0,1937709.0,,,,,,,230897.0,862.0,12714.0,214036.0,218183.0,,,12154.0,218743.0,624.0,150.0,127.0,16124.0,12322.0,4142.0,55975.0,30987.0,34497.0,14820.0,24143.0,17866.0,6116.0,8977.0,5288.0,11345.0,10436.0,9032.0,761.0,654.0,230897.0,1825.0,8072.0,21369.0,36188.0,45713.0,44839.0,32470.0,18463.0,12831.0,9125.0,230895.0,858.0,3914.0,10884.0,18531.0,24308.0,23951.0,16449.0,8892.0,7344.0,6881.0,122012.0,967.0,4158.0,10483.0,17657.0,21403.0,20887.0,16020.0,9571.0,5487.0,2244.0,108877.0,,,2.0,,2.0,1.0,1.0,,,,6.0,,,1.0,2.0,22.0,49.0,183.0,649.0,1467.0,2083.0,4456.0,,,,1.0,10.0,17.0,47.0,210.0,675.0,1331.0,2291.0,,,1.0,1.0,12.0,32.0,136.0,439.0,792.0,752.0,2165.0,2075.0,2381.0,9420.0,360970.0,9930.0,136874.0,497844.0,577380.0,Thursday
417,4,2021-04-16,F16,1128814.0,3845.0,215092.0,772.0,1127446.0,3845.0,215091.0,772.0,34893.0,1972602.0,,,,,,,231669.0,772.0,12187.0,215329.0,219482.0,,,12167.0,219502.0,639.0,154.0,124.0,16194.0,12372.0,4147.0,56187.0,31096.0,34614.0,14847.0,24209.0,17915.0,6148.0,9014.0,5313.0,11378.0,10459.0,9069.0,763.0,657.0,231669.0,1839.0,8134.0,21469.0,36286.0,45847.0,44980.0,32575.0,18541.0,12860.0,9136.0,231667.0,869.0,3943.0,10938.0,18576.0,24381.0,24028.0,16497.0,8933.0,7361.0,6889.0,122415.0,970.0,4190.0,10529.0,17710.0,21464.0,20951.0,16077.0,9608.0,5499.0,2247.0,109245.0,,1.0,2.0,,2.0,1.0,1.0,,,,7.0,,,1.0,2.0,22.0,49.0,185.0,649.0,1467.0,2083.0,4458.0,,,,1.0,10.0,17.0,47.0,210.0,675.0,1331.0,2291.0,,,1.0,1.0,12.0,32.0,138.0,439.0,792.0,752.0,2167.0,2075.0,2383.0,8169.0,369139.0,5640.0,142514.0,511653.0,577380.0,Friday
418,5,2021-04-17,F16,1131455.0,2641.0,215568.0,476.0,1130087.0,2641.0,215567.0,476.0,6922.0,1979524.0,,,,,,,232145.0,476.0,11943.0,216043.0,220202.0,,,12176.0,219969.0,629.0,151.0,119.0,16260.0,12442.0,4153.0,56326.0,31139.0,34705.0,14871.0,24263.0,17935.0,6165.0,9036.0,5319.0,11412.0,10461.0,9090.0,763.0,660.0,232145.0,1850.0,8172.0,21525.0,36352.0,45934.0,45070.0,32625.0,18593.0,12877.0,9145.0,232143.0,873.0,3958.0,10961.0,18612.0,24428.0,24077.0,16527.0,8963.0,7374.0,6892.0,122665.0,977.0,4213.0,10562.0,17740.0,21503.0,20992.0,16096.0,9630.0,5503.0,2253.0,109469.0,,1.0,2.0,,3.0,1.0,2.0,,,,9.0,,,1.0,2.0,22.0,49.0,185.0,649.0,1467.0,2085.0,4460.0,,,,1.0,10.0,17.0,47.0,210.0,675.0,1333.0,2293.0,,,1.0,1.0,12.0,32.0,138.0,439.0,792.0,752.0,2167.0,2075.0,2385.0,2508.0,371647.0,3634.0,146148.0,517795.0,577380.0,Saturday
419,6,2021-04-18,F16,1133099.0,1644.0,215801.0,233.0,1131731.0,1644.0,215800.0,233.0,6810.0,1986334.0,,,,,,,232378.0,233.0,11893.0,216318.0,220485.0,,,12179.0,220199.0,631.0,153.0,119.0,16309.0,12483.0,4159.0,56394.0,31149.0,34764.0,14893.0,24281.0,17954.0,6172.0,9049.0,5319.0,11415.0,10463.0,9101.0,764.0,660.0,232378.0,1851.0,8190.0,21550.0,36394.0,45969.0,45116.0,32660.0,18610.0,12885.0,9151.0,232376.0,874.0,3965.0,10977.0,18631.0,24448.0,24098.0,16543.0,8974.0,7380.0,6896.0,122786.0,977.0,4224.0,10571.0,17763.0,21518.0,21017.0,16115.0,9636.0,5505.0,2255.0,109581.0,,1.0,2.0,,3.0,1.0,2.0,,,,9.0,,,1.0,2.0,22.0,49.0,186.0,649.0,1467.0,2085.0,4461.0,,,,1.0,10.0,17.0,47.0,210.0,675.0,1333.0,2293.0,,,1.0,1.0,12.0,32.0,139.0,439.0,792.0,752.0,2168.0,2075.0,2386.0,1272.0,372919.0,7.0,146155.0,519074.0,577380.0,Sunday
420,0,2021-04-19,F16,1136741.0,3642.0,216524.0,723.0,1135373.0,3642.0,216523.0,723.0,41619.0,2027953.0,,,,,,,233101.0,723.0,12343.0,216586.0,220758.0,,,12185.0,220916.0,652.0,156.0,122.0,16351.0,12497.0,4167.0,56556.0,31287.0,34825.0,14909.0,24353.0,18037.0,6207.0,9059.0,5367.0,11443.0,10492.0,9135.0,766.0,665.0,233101.0,1866.0,8245.0,21641.0,36471.0,46119.0,45240.0,32761.0,18676.0,12916.0,9164.0,233099.0,878.0,3993.0,11026.0,18683.0,24525.0,24172.0,16600.0,9016.0,7398.0,6908.0,123199.0,988.0,4251.0,10612.0,17788.0,21591.0,21067.0,16159.0,9660.0,5518.0,2256.0,109890.0,,1.0,3.0,,3.0,1.0,2.0,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2324.0,375243.0,373.0,146528.0,521771.0,636300.0,Monday
421,1,2021-04-20,F16,1141633.0,4892.0,217561.0,1037.0,1140265.0,4892.0,217560.0,1037.0,25712.0,2053665.0,,,,,,,234138.0,1037.0,12189.0,217773.0,221949.0,,,12195.0,221943.0,649.0,157.0,127.0,16422.0,12566.0,4172.0,56828.0,31452.0,34985.0,14947.0,24417.0,18114.0,6245.0,9103.0,5389.0,11508.0,10529.0,9170.0,779.0,672.0,234138.0,1891.0,8327.0,21769.0,36633.0,46312.0,45426.0,32880.0,18769.0,12949.0,9180.0,234136.0,884.0,4036.0,11096.0,18766.0,24623.0,24265.0,16663.0,9065.0,7414.0,6923.0,123735.0,1007.0,4290.0,10670.0,17865.0,21685.0,21160.0,16214.0,9704.0,5535.0,2257.0,110387.0,,1.0,3.0,2.0,4.0,1.0,3.0,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5266.0,380509.0,1463.0,147991.0,528500.0,636300.0,Tuesday
422,2,2021-04-21,F16,1145958.0,4325.0,218306.0,745.0,1144590.0,4325.0,218305.0,745.0,26185.0,2079850.0,,,,,,,234883.0,745.0,11405.0,219291.0,223478.0,,,12197.0,222686.0,631.0,153.0,131.0,16470.0,12628.0,4176.0,56990.0,31588.0,35081.0,14988.0,24503.0,18177.0,6281.0,9112.0,5412.0,11541.0,10558.0,9193.0,782.0,677.0,234883.0,1904.0,8394.0,21872.0,36756.0,46457.0,45537.0,32972.0,18829.0,12972.0,9188.0,234881.0,890.0,4070.0,11145.0,18826.0,24700.0,24316.0,16700.0,9094.0,7425.0,6929.0,124095.0,1014.0,4323.0,10722.0,17928.0,21753.0,21219.0,16269.0,9735.0,5547.0,2259.0,110769.0,,1.0,5.0,2.0,4.0,2.0,3.0,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7335.0,387844.0,8874.0,156865.0,544709.0,636300.0,Wednesday
423,3,2021-04-22,F16,1151329.0,5371.0,219204.0,898.0,1149961.0,5371.0,219203.0,898.0,30088.0,2109938.0,,,,,,,235781.0,898.0,11020.0,220566.0,224761.0,,,12207.0,223574.0,620.0,154.0,125.0,16529.0,12687.0,4187.0,57181.0,31706.0,35245.0,15030.0,24591.0,18252.0,6311.0,9145.0,5449.0,11585.0,10579.0,9230.0,792.0,685.0,235781.0,1930.0,8477.0,22012.0,36900.0,46621.0,45670.0,33076.0,18897.0,12996.0,9200.0,235779.0,904.0,4112.0,11216.0,18901.0,24798.0,24380.0,16754.0,9130.0,7441.0,6938.0,124574.0,1026.0,4364.0,10791.0,17996.0,21819.0,21288.0,16319.0,9767.0,5555.0,2262.0,111187.0,,1.0,5.0,3.0,4.0,2.0,3.0,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7787.0,395631.0,11436.0,168301.0,563932.0,651900.0,Thursday
424,4,2021-04-23,F16,1156509.0,5180.0,220035.0,831.0,1155141.0,5180.0,220034.0,831.0,41940.0,2151878.0,,,,,,,236612.0,831.0,10595.0,221814.0,226017.0,,,12207.0,224405.0,629.0,158.0,121.0,16608.0,12749.0,4195.0,57399.0,31803.0,35362.0,15064.0,24676.0,18320.0,6353.0,9169.0,5474.0,11619.0,10612.0,9273.0,798.0,690.0,236612.0,1945.0,8557.0,22151.0,37030.0,46767.0,45824.0,33165.0,18955.0,13014.0,9202.0,236610.0,909.0,4155.0,11285.0,18962.0,24871.0,24461.0,16796.0,9157.0,7454.0,6939.0,124989.0,1036.0,4401.0,10861.0,18065.0,21892.0,21361.0,16366.0,9798.0,5560.0,2263.0,111603.0,,1.0,5.0,3.0,4.0,2.0,3.0,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10329.0,405960.0,6380.0,174681.0,580641.0,651900.0,Friday
425,5,2021-04-24,F16,1159199.0,2690.0,220451.0,416.0,1157831.0,2690.0,220450.0,416.0,9321.0,2161199.0,,,,,,,237028.0,416.0,10462.0,222358.0,226566.0,,,12207.0,224821.0,618.0,160.0,116.0,16665.0,12811.0,4203.0,57508.0,31857.0,35437.0,15087.0,24701.0,18359.0,6364.0,9178.0,5486.0,11654.0,10612.0,9295.0,798.0,692.0,237028.0,1954.0,8606.0,22205.0,37091.0,46844.0,45898.0,33212.0,18986.0,13023.0,9207.0,237026.0,912.0,4181.0,11310.0,18992.0,24909.0,24498.0,16820.0,9175.0,7460.0,6944.0,125201.0,1042.0,4424.0,10890.0,18096.0,21931.0,21398.0,16389.0,9811.0,5563.0,2263.0,111807.0,,1.0,5.0,3.0,4.0,2.0,3.0,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2246.0,408206.0,376.0,175057.0,583263.0,651900.0,Saturday
426,6,2021-04-25,F16,,,,,,,,,,,,,,,,,,,,,,,,,,630.0,157.0,117.0,16714.0,12843.0,4208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,408406.0,16.0,175073.0,583479.0,651900.0,Sunday
